121,34.0,4174.0,536.0,16.0,35.818181818181756,3786.0,521.0909090909091,12.0,32.0,3259.0,517.0,17.0,52.0,2849.0,578.0,32.0,27.0,3646.5,504.0,8.0,28.0,3335.0,493.0,16.0,32.0,3439.0,517.0,17.0,79.0,2712.0,651.0,36.0,39.0,3345.0,543.0,28.0,51.0,3671.0,580.0,24.0,75.0,3216.0,680.0,32.0,45.0,3016.0,555.0,26.0,37.0,3254.0,523.0,16.0,38.0,2656.3333333333335,516.0,20.33333333333303,32.0,3116.0,496.0,16.0,47.0,2743.0,542.0,25.0,33.0,3655.0,537.0,23.0,69.0,2510.0,613.0,43.0,68.0,3028.0,624.0,39.0,35.0,3636.0,520.0,13.0,31.0,3300.4444444444443,503.0,15.0,37.0,3010.0,512.0,23.0,9.0,3157.0,311.0,7.0
122,33.0,4174.0,537.0,16.0,36.0,3786.0,521.0,12.0,32.0,3254.0,516.0,17.0,50.0,2848.0,580.0,28.0,27.0,3646.0,504.0,8.0,28.0,3332.0,493.0,16.0,32.0,3437.0,517.0,17.0,77.0,2713.0,650.0,36.0,39.0,3342.0,543.0,28.0,50.5,3671.0,580.5,24.0,75.0,3213.0,679.0,32.0,44.0,3013.0,555.0,26.0,37.0,3252.0,523.0,16.0,38.0,2656.6666666666665,516.0,19.66666666666697,32.0,3114.0,496.0,16.0,47.0,2743.0,541.5,25.0,34.0,3653.0,537.0,24.0,69.0,2507.0,613.0,43.0,67.0,3030.0,623.0,38.0,35.0,3634.0,520.0,13.0,31.0,3300.3333333333335,503.0,15.0,37.0,3008.0,512.0,23.0,9.0,3148.0,313.0,7.0
123,32.5,4173.0,537.0,16.0,35.0,3786.0,521.5,12.0,32.0,3250.0,516.0,17.0,52.0,2843.0,579.0,28.0,27.0,3645.0,504.0,8.0,28.0,3330.0,493.0,16.0,32.0,3435.0,518.0,17.0,76.0,2714.0,650.0,36.0,39.0,3339.0,542.0,27.0,50.0,3671.0,581.0,24.0,74.0,3211.0,679.0,32.0,44.0,3010.0,555.0,26.0,37.0,3250.0,523.0,16.0,38.0,2657.0,516.0,19.0,32.0,3112.0,496.0,16.0,47.0,2743.0,541.0,25.0,34.0,3651.0,537.0,25.0,69.0,2505.0,613.0,43.0,67.0,3033.0,623.0,38.0,35.0,3632.0,520.0,13.0,31.0,3300.222222222222,503.0,15.0,37.0,3006.0,512.0,23.0,9.0,3140.0,314.0,7.0
124,32.0,4172.0,537.0,16.0,34.0,3786.0,522.0,12.0,32.0,3246.0,516.0,17.0,52.0,2839.0,578.0,30.0,27.0,3644.0,504.0,8.0,28.0,3327.0,493.0,16.0,32.0,3433.0,518.0,17.0,75.0,2714.0,648.0,36.0,39.0,3336.0,542.0,27.0,50.0,3670.0,581.0,24.0,74.0,3208.0,679.0,36.0,44.0,3007.0,555.0,25.0,37.0,3248.0,523.0,16.0,40.0,2656.0,515.0,23.0,32.0,3110.0,495.0,16.0,47.0,2742.0,541.0,25.0,34.0,3649.0,537.0,25.0,69.0,2502.0,613.0,43.0,67.0,3035.0,623.0,38.0,35.0,3631.0,519.0,13.0,31.0,3300.1111111111113,503.0,15.0,37.0,3004.0,512.0,23.0,9.0,3132.0,316.0,7.0
125,32.0,4171.0,537.0,16.0,33.5,3786.0,522.0,12.0,32.0,3242.0,516.0,17.0,52.0,2835.0,577.0,32.0,27.0,3643.5,504.0,8.0,28.0,3325.0,493.0,16.0,32.0,3431.0,518.0,17.0,73.0,2712.0,647.0,40.0,39.0,3333.0,542.0,27.0,51.0,3670.0,581.0,24.0,76.0,3203.0,676.0,36.0,44.0,3004.0,555.0,25.0,37.0,3246.0,523.0,16.0,39.0,2656.0,516.0,23.0,32.0,3108.0,495.0,16.0,47.0,2741.5,540.5,25.0,34.0,3646.0,537.0,25.0,69.0,2500.0,613.0,43.0,67.0,3037.0,622.0,38.0,36.0,3629.0,519.0,13.0,31.0,3300.0,503.0,15.0,37.0,3002.0,512.0,23.0,9.0,3123.0,317.0,7.0
126,32.0,4170.0,537.0,16.0,33.0,3786.0,522.0,12.0,33.0,3237.0,515.0,17.0,50.0,2827.0,576.0,36.0,27.0,3643.0,504.0,8.0,28.0,3322.0,493.0,16.0,32.0,3429.0,518.0,17.0,71.0,2712.0,648.0,40.0,39.0,3330.0,542.0,27.0,51.0,3672.0,581.0,20.0,74.0,3203.0,678.0,36.0,44.0,3001.0,554.0,25.0,37.0,3244.0,523.0,16.0,39.0,2655.8571428571427,516.0,23.0,32.0,3107.0,495.0,16.0,47.0,2741.0,540.0,25.0,34.0,3644.0,537.0,25.0,69.0,2497.0,613.0,43.0,67.0,3039.0,622.0,38.0,34.0,3627.0,519.0,13.0,31.0,3299.8888888888887,503.0,15.0,37.0,2999.0,512.0,23.0,9.0,3115.0,318.0,7.0
127,32.0,4168.0,537.0,16.0,34.0,3786.0,522.0,12.0,33.0,3233.0,515.0,17.0,50.0,2823.0,575.0,32.0,27.0,3642.0,504.0,8.0,28.0,3320.0,493.0,16.0,32.0,3426.0,518.0,17.0,70.0,2711.0,647.0,44.0,39.0,3327.0,542.0,27.0,51.0,3670.0,580.0,20.0,73.0,3202.0,677.0,36.0,44.0,2998.0,554.0,25.0,37.0,3242.0,523.0,16.0,39.0,2655.714285714286,516.0,23.0,32.0,3105.0,495.0,16.0,47.0,2740.6666666666665,539.6666666666666,25.0,34.0,3642.0,537.0,24.0,69.0,2494.0,614.0,43.0,67.0,3041.0,622.0,38.0,32.0,3626.0,519.0,13.0,31.0,3299.777777777778,503.0,15.0,37.0,2997.0,511.0,23.0,9.0,3106.0,320.0,7.0
128,32.0,4167.0,537.0,16.0,34.0,3785.3333333333335,522.3333333333334,12.0,33.0,3229.0,515.0,17.0,49.0,2821.0,576.0,24.0,27.0,3641.0,504.0,8.0,28.0,3318.0,493.0,16.0,32.0,3424.0,518.0,17.0,70.0,2713.0,646.0,44.0,39.0,3324.0,542.0,27.0,50.0,3667.0,580.0,20.0,72.0,3202.0,677.0,34.0,44.0,2995.0,554.0,25.0,37.0,3240.0,523.0,16.0,39.0,2655.5714285714284,516.0,23.0,32.0,3103.0,495.0,16.0,47.0,2740.3333333333335,539.3333333333334,25.0,35.0,3639.0,537.0,24.0,69.0,2492.0,614.0,43.0,66.0,3043.0,621.0,38.0,32.0,3624.0,519.0,13.0,31.0,3299.6666666666665,503.0,15.0,37.0,2995.0,511.0,23.0,9.0,3098.0,323.0,7.0
129,32.0,4166.0,537.0,16.0,34.0,3784.6666666666665,522.6666666666666,12.0,33.0,3225.0,515.0,17.0,51.0,2816.0,575.0,28.0,27.0,3640.5,504.0,8.0,28.0,3315.0,493.0,16.0,32.0,3422.0,518.0,17.0,70.0,2713.0,645.0,44.0,39.0,3321.0,541.0,27.0,51.0,3669.0,579.0,16.0,71.0,3202.0,677.0,32.0,44.0,2993.0,554.0,25.0,37.0,3238.0,523.0,16.0,39.0,2655.4285714285716,516.0,23.0,32.0,3101.0,494.0,16.0,47.0,2740.0,539.0,25.0,35.0,3637.0,537.0,24.0,69.0,2489.0,614.0,43.0,66.0,3045.0,621.0,38.0,32.0,3622.0,519.0,13.0,31.0,3299.5555555555557,503.0,15.0,37.0,2993.0,511.0,23.0,8.0,3090.0,325.0,7.0
130,32.0,4164.0,537.0,16.0,34.0,3784.0,523.0,12.0,33.0,3220.0,514.0,17.0,49.0,2811.0,574.0,26.0,27.0,3640.0,504.0,8.0,28.0,3313.0,493.0,16.0,32.0,3420.0,518.0,17.0,71.0,2719.0,643.0,40.0,39.0,3318.0,541.0,26.0,49.0,3669.0,580.0,16.0,72.0,3202.0,676.0,32.0,44.0,2990.0,553.0,24.0,37.0,3235.0,523.0,16.0,39.0,2655.285714285714,516.0,23.0,32.0,3099.0,494.0,16.0,47.0,2739.5,539.0,25.0,35.0,3635.0,537.0,23.0,69.0,2487.0,614.0,43.0,66.0,3047.0,620.0,38.0,32.0,3620.0,519.0,13.0,31.0,3299.4444444444443,503.0,15.0,37.0,2991.0,511.0,23.0,8.0,3082.0,328.0,7.0
131,32.0,4163.0,537.0,16.0,35.0,3784.0,523.0,12.0,33.0,3216.0,514.0,17.0,47.0,2807.0,573.0,24.0,27.0,3639.0,504.0,8.0,28.0,3310.0,493.0,16.0,32.0,3418.0,518.0,17.0,74.0,2723.0,640.0,36.0,39.0,3315.0,541.0,26.0,50.0,3667.0,579.0,16.0,73.0,3199.0,674.0,32.0,44.0,2987.0,553.0,24.0,37.0,3233.0,523.0,16.0,39.0,2655.1428571428573,516.0,23.0,32.0,3098.0,494.0,16.0,47.0,2739.0,539.0,25.0,35.0,3633.0,537.0,23.0,69.0,2484.0,614.0,43.0,66.0,3049.0,620.0,37.0,32.0,3619.0,519.0,14.0,31.0,3299.3333333333335,503.0,15.0,37.0,2989.0,511.0,23.0,7.0,3073.0,331.0,6.0
132,32.0,4162.0,537.0,16.0,35.0,3784.0,522.0,12.0,33.0,3212.0,514.0,17.0,47.0,2802.0,572.0,28.0,27.0,3638.0,504.0,8.0,28.0,3308.0,493.0,16.0,32.0,3416.0,518.0,17.0,74.0,2726.0,638.0,36.0,39.0,3312.0,541.0,26.0,50.0,3666.0,579.0,16.0,73.0,3199.0,672.0,32.0,44.0,2984.0,553.0,24.0,37.0,3231.0,523.0,16.0,39.0,2655.0,516.0,23.0,32.0,3096.0,494.0,16.0,47.0,2739.0,538.0,25.0,35.0,3630.0,537.0,23.0,69.0,2481.0,614.0,43.0,66.0,3051.0,620.0,37.0,32.0,3617.0,519.0,14.0,31.0,3299.222222222222,503.0,15.0,37.0,2986.0,511.0,23.0,7.0,3065.0,334.0,6.0
133,32.0,4161.0,537.0,16.0,34.0,3782.0,522.0,13.0,33.0,3208.0,514.0,18.0,46.0,2797.0,571.0,28.0,27.0,3638.0,505.0,8.0,28.0,3306.0,493.0,16.0,32.0,3415.0,518.0,17.0,72.0,2726.0,638.0,36.0,39.0,3310.0,541.0,26.0,51.0,3666.0,578.0,16.0,75.0,3197.0,671.0,36.0,44.0,2981.0,553.0,24.0,37.0,3229.0,523.0,16.0,38.66666666666663,2654.0,516.3333333333334,23.0,32.0,3094.0,494.0,16.0,47.0,2738.5,538.0,25.0,35.0,3628.0,537.0,22.0,69.0,2479.0,614.0,43.0,66.0,3053.0,619.0,37.0,32.0,3615.0,518.0,14.0,31.0,3299.1111111111113,503.0,15.0,37.0,2984.0,511.0,23.0,6.0,3057.0,337.0,6.0
134,32.0,4160.0,537.0,16.0,34.0,3780.0,523.0,14.0,33.0,3203.0,513.0,18.0,46.0,2796.0,571.0,28.0,26.0,3636.0,505.0,9.0,28.0,3303.0,493.0,16.0,32.0,3413.0,518.0,17.0,69.0,2728.0,637.0,36.0,39.0,3307.0,541.0,26.0,49.0,3663.0,579.0,16.0,73.0,3199.0,671.0,32.0,44.0,2978.0,553.0,24.0,37.0,3227.0,523.0,16.0,38.33333333333337,2653.0,516.6666666666666,23.0,32.0,3092.0,494.0,16.0,47.0,2738.0,538.0,25.0,35.0,3626.0,537.0,22.0,69.0,2476.0,614.0,43.0,66.0,3056.0,619.0,37.0,32.0,3613.0,518.0,14.0,31.0,3299.0,503.0,15.0,37.0,2982.0,511.0,23.0,7.0,3048.0,340.0,6.0
135,32.0,4159.0,537.0,16.0,34.0,3779.0,524.0,16.0,33.0,3199.0,513.0,18.0,47.0,2793.0,571.0,24.0,27.0,3635.0,505.0,10.0,28.0,3301.0,493.0,16.0,32.0,3412.0,518.0,17.0,68.0,2730.0,637.0,32.0,39.0,3304.0,540.0,26.0,50.0,3659.0,578.0,20.0,74.0,3201.0,670.0,28.0,44.0,2975.0,552.0,24.0,37.0,3225.0,523.0,16.0,38.0,2652.0,517.0,23.0,32.0,3091.0,493.0,16.0,47.0,2738.0,537.0,25.0,36.0,3623.0,537.0,22.0,69.0,2474.0,614.0,43.0,65.0,3058.0,619.0,37.0,32.0,3612.0,518.0,14.0,30.999999999999943,3299.0,502.6666666666667,15.0,37.0,2980.0,511.0,23.0,8.0,3040.0,343.0,7.0
136,32.0,4158.0,537.0,16.0,33.0,3778.0,524.0,16.0,33.0,3194.0,514.0,18.0,48.0,2790.0,570.0,24.0,27.0,3633.0,505.0,12.0,28.0,3298.0,493.0,16.0,32.0,3410.0,518.0,17.0,66.0,2730.0,636.0,32.0,39.0,3301.0,540.0,26.0,50.0,3656.0,578.0,24.0,76.0,3199.0,669.0,32.0,43.0,2972.0,552.0,23.0,37.0,3223.0,523.0,16.0,38.33333333333337,2651.3333333333335,516.6666666666666,23.0,32.0,3089.0,493.0,16.0,47.0,2737.0,537.0,25.0,36.0,3621.0,537.0,21.0,69.0,2471.0,614.0,43.0,65.0,3060.0,618.0,37.0,32.0,3610.0,518.0,15.0,31.000000000000057,3299.0,502.3333333333333,15.0,37.0,2978.0,511.0,23.0,8.0,3032.0,346.0,7.0
137,32.0,4157.0,537.0,16.0,33.0,3777.5,523.75,17.0,33.0,3190.0,514.0,18.0,50.0,2785.0,568.0,28.0,26.0,3632.0,505.0,13.0,28.0,3296.0,493.0,16.0,32.0,3409.0,518.0,17.0,65.0,2731.0,635.0,32.0,39.0,3298.0,540.0,25.0,49.0,3656.0,579.0,24.0,78.0,3199.0,668.0,32.0,43.0,2969.0,552.0,23.0,37.0,3221.0,523.0,16.0,38.66666666666663,2650.6666666666665,516.3333333333334,23.0,32.0,3087.0,493.0,16.0,47.0,2737.0,536.5,25.0,36.0,3619.0,537.0,21.0,69.0,2468.0,614.0,43.0,65.0,3062.0,618.0,37.0,32.0,3608.0,518.0,15.0,31.0,3299.0,502.0,15.0,37.0,2975.0,511.0,23.0,9.0,3023.0,349.0,7.0
138,32.0,4156.0,537.0,16.0,33.0,3777.0,523.5,18.0,33.0,3185.0,514.0,18.0,50.0,2783.0,568.0,32.0,27.0,3630.0,505.0,14.0,28.0,3293.0,493.0,16.0,32.0,3407.0,518.0,17.0,65.0,2732.0,634.0,32.0,39.0,3295.0,540.0,25.0,49.5,3656.0,579.0,24.0,78.0,3199.0,667.0,32.0,43.0,2966.0,552.0,23.0,37.0,3219.0,523.0,16.0,39.0,2650.0,516.0,23.0,32.0,3086.0,493.0,16.0,47.0,2737.0,536.0,25.0,36.0,3616.0,537.0,21.0,69.0,2466.0,614.0,43.0,65.0,3064.0,618.0,37.0,32.0,3606.0,518.0,15.0,31.0,3298.8571428571427,502.0,15.0,37.0,2973.0,511.0,23.0,9.0,3015.0,353.0,7.0
139,32.0,4155.0,537.0,16.0,33.0,3776.5,523.25,19.0,33.0,3180.0,514.0,18.0,47.0,2780.0,568.0,32.0,27.0,3629.0,506.0,16.0,28.0,3291.0,493.0,16.0,32.0,3406.0,518.0,17.0,66.0,2734.0,633.0,32.0,39.0,3292.0,540.0,25.0,50.0,3656.0,579.0,24.0,79.0,3199.0,667.0,32.0,43.0,2963.0,552.0,23.0,37.0,3217.0,523.0,16.0,38.5,2649.5,516.5,23.0,32.0,3085.0,493.0,16.0,47.0,2735.0,536.0,25.0,36.0,3614.0,537.0,20.0,69.0,2463.0,614.0,43.0,65.0,3066.0,617.0,37.0,32.0,3605.0,518.0,15.0,31.0,3298.714285714286,502.0,15.0,37.0,2970.0,511.0,23.0,9.0,3007.0,356.0,7.0
140,32.0,4154.0,537.0,16.0,33.0,3776.0,523.0,20.0,33.0,3176.0,514.0,18.0,47.0,2775.0,567.0,30.0,28.0,3628.0,506.0,16.0,28.0,3289.0,493.0,16.0,32.0,3404.0,518.0,17.0,68.0,2736.0,631.0,32.0,39.0,3289.0,540.0,25.0,48.0,3656.0,580.0,24.0,77.0,3199.0,667.0,32.0,43.0,2960.0,551.0,23.0,37.0,3215.0,523.0,16.0,38.0,2649.0,517.0,23.0,32.0,3084.0,493.0,16.0,47.0,2733.0,536.0,25.0,36.0,3612.0,537.0,20.0,69.0,2461.0,614.0,43.0,65.0,3068.0,617.0,36.0,32.0,3603.0,517.0,15.0,31.0,3298.5714285714284,502.0,15.0,37.0,2968.0,510.0,23.0,9.0,2999.0,360.0,7.0
141,32.0,4153.0,537.0,16.0,33.0,3778.0,524.0,16.0,33.0,3171.0,514.0,18.0,48.0,2771.0,566.0,28.0,29.0,3630.0,505.0,12.0,28.0,3286.0,492.0,16.0,32.0,3403.0,518.0,17.0,69.0,2735.0,629.0,36.0,39.0,3286.0,540.0,25.0,49.0,3656.0,579.0,20.0,75.0,3199.0,667.0,32.0,43.0,2957.0,551.0,22.0,37.0,3213.0,523.0,16.0,39.0,2649.0,516.0,23.0,32.0,3083.0,493.0,16.0,47.0,2732.0,535.0,25.0,37.0,3609.0,537.0,20.0,69.0,2458.0,614.0,43.0,65.0,3070.0,617.0,36.0,32.0,3601.0,517.0,16.0,31.0,3298.4285714285716,502.0,15.0,36.0,2965.0,510.0,23.0,9.0,2991.0,364.0,7.0
142,32.0,4152.0,537.0,16.0,33.0,3777.0,523.0,16.0,33.0,3167.0,514.0,18.0,49.0,2768.0,565.0,28.0,30.0,3628.0,504.0,12.0,28.0,3284.0,492.0,16.0,32.0,3401.0,518.0,17.0,67.0,2738.0,629.0,36.0,39.0,3283.0,539.0,25.0,48.0,3656.0,579.0,20.0,72.0,3202.0,666.0,32.0,43.0,2955.0,551.0,22.0,37.0,3211.0,523.0,16.0,39.0,2648.3333333333335,516.0,23.0,32.0,3082.0,493.0,16.0,47.0,2730.0,535.0,25.0,37.0,3607.0,537.0,19.0,69.0,2455.0,614.0,43.0,64.0,3072.0,616.0,36.0,32.0,3599.0,517.0,16.0,31.0,3298.285714285714,502.0,15.0,36.0,2963.0,510.0,23.0,9.0,2983.0,369.0,7.0
143,32.0,4151.0,537.0,16.0,33.0,3776.0,523.0,16.0,33.0,3162.0,514.0,18.0,50.0,2764.0,563.0,28.0,29.0,3627.0,503.0,12.0,28.0,3281.0,492.0,16.0,32.0,3400.0,518.0,17.0,66.0,2738.0,628.0,40.0,39.0,3280.0,539.0,25.0,49.0,3657.0,578.0,16.0,74.0,3204.0,664.0,28.0,43.0,2952.0,551.0,22.0,37.0,3209.0,523.0,16.0,39.0,2647.6666666666665,516.0,23.0,32.0,3081.0,493.0,16.0,47.0,2727.0,535.0,25.0,37.0,3605.0,537.0,19.0,69.0,2453.0,614.0,43.0,64.0,3074.0,616.0,36.0,32.0,3598.0,517.0,16.0,31.0,3298.1428571428573,502.0,15.0,36.0,2960.0,510.0,23.0,9.0,2975.0,374.0,7.0
144,32.0,4150.0,537.0,16.0,33.0,3775.0,523.0,16.0,34.0,3157.0,514.0,18.0,49.0,2762.0,564.0,28.0,30.0,3626.0,503.0,12.0,28.0,3279.0,492.0,16.0,32.0,3398.0,518.0,17.0,64.0,2739.0,628.0,40.0,39.0,3277.0,539.0,25.0,48.0,3655.0,578.0,16.0,74.0,3206.0,663.0,28.0,43.0,2949.0,550.0,22.0,37.0,3207.0,523.0,16.0,39.0,2647.0,516.0,23.0,32.0,3080.0,493.0,16.0,47.0,2725.0,535.0,25.0,37.0,3602.0,537.0,19.0,69.0,2450.0,614.0,43.0,64.0,3076.0,616.0,36.0,32.0,3596.0,517.0,16.0,31.0,3298.0,502.0,15.0,36.0,2958.0,510.0,23.0,9.0,2967.0,379.0,7.0
145,32.0,4149.0,537.0,16.0,33.0,3774.0,523.0,16.0,34.0,3153.0,514.0,18.0,48.0,2760.0,563.0,24.0,30.0,3625.0,503.0,12.0,28.0,3277.0,492.0,16.0,32.0,3397.0,518.0,17.0,64.0,2744.0,626.0,38.0,39.0,3274.0,539.0,24.0,50.0,3655.0,577.0,16.0,74.0,3206.0,662.0,28.0,43.0,2946.0,550.0,22.0,37.0,3205.0,523.0,16.0,38.5,2646.5,516.0,22.0,32.0,3079.0,493.0,16.0,47.0,2722.0,535.0,25.0,37.0,3600.0,537.0,18.0,69.0,2448.0,614.0,43.0,64.0,3078.0,615.0,36.0,32.0,3594.0,517.0,16.0,31.0,3297.8888888888887,502.0,15.0,36.0,2955.0,510.0,23.0,9.0,2959.0,383.0,7.0
146,32.0,4148.0,537.0,16.0,33.0,3773.0,523.0,16.0,34.0,3148.0,514.0,18.0,47.0,2756.0,561.0,26.0,30.0,3622.0,504.0,12.0,28.0,3274.0,492.0,16.0,32.0,3395.0,518.0,17.0,64.0,2749.0,625.0,37.0,39.0,3271.0,539.0,24.0,50.0,3654.0,577.0,16.0,73.0,3207.0,662.0,28.0,43.0,2943.0,550.0,22.0,37.0,3203.0,523.0,16.0,38.0,2646.0,516.0,21.0,32.0,3078.0,493.0,16.0,47.0,2720.0,535.0,25.0,37.0,3598.0,537.0,18.0,69.0,2445.0,614.0,43.0,64.0,3081.0,615.0,36.0,32.0,3592.0,517.0,16.0,31.0,3297.777777777778,502.0,15.0,36.0,2953.0,510.0,23.0,9.0,2951.0,388.0,7.0
147,32.0,4147.0,537.0,16.0,33.0,3772.0,523.0,16.0,34.0,3144.0,514.0,18.0,46.0,2753.0,560.0,28.0,30.0,3622.0,503.0,12.0,28.0,3272.0,492.0,16.0,32.0,3394.0,517.0,17.0,64.0,2755.0,624.0,36.0,39.0,3269.0,539.0,24.0,50.5,3651.5,576.5,16.0,73.0,3210.0,662.0,28.0,43.0,2940.0,550.0,21.0,37.0,3201.0,523.0,16.0,38.0,2646.0,517.0,20.0,32.0,3077.0,493.0,16.0,46.0,2717.0,536.0,25.0,37.0,3595.0,537.0,18.0,69.0,2442.0,614.0,43.0,64.0,3083.0,615.0,36.0,32.0,3591.0,516.0,17.0,31.0,3297.6666666666665,502.0,15.0,36.0,2951.0,510.0,23.0,9.0,2943.0,393.0,7.0
148,32.0,4146.0,537.0,16.0,33.0,3771.0,523.0,16.0,34.0,3139.0,514.0,18.0,47.0,2752.0,560.0,24.0,29.0,3622.0,504.0,12.0,28.0,3269.0,492.0,16.0,32.0,3392.0,517.0,17.0,65.0,2762.0,622.0,32.0,39.0,3267.0,539.0,24.0,51.0,3649.0,576.0,16.0,73.0,3207.0,661.0,32.0,43.0,2937.0,550.0,21.0,37.0,3199.0,523.0,16.0,38.0,2645.0,517.0,20.0,32.0,3076.0,493.0,16.0,46.0,2714.0,536.0,25.0,38.0,3593.0,537.0,17.0,69.0,2440.0,614.0,43.0,64.0,3085.0,614.0,36.0,32.0,3589.0,516.0,17.0,31.0,3297.5555555555557,502.0,15.0,36.0,2948.0,510.0,23.0,9.0,2935.0,398.0,7.0
149,32.0,4145.0,537.0,16.0,34.0,3773.0,522.0,12.0,34.0,3134.0,514.0,18.0,48.0,2749.0,559.0,24.0,29.0,3619.0,505.0,12.0,28.0,3267.0,492.0,16.0,32.0,3391.0,517.0,17.0,66.0,2763.0,622.0,32.0,39.0,3265.0,538.0,24.0,51.0,3649.0,577.0,16.0,71.0,3208.0,662.0,36.0,43.0,2934.0,549.0,21.0,37.0,3197.0,523.0,16.0,38.0,2644.0,517.0,21.0,32.0,3075.0,493.0,16.0,46.0,2712.0,536.0,25.0,38.0,3591.0,537.0,17.0,69.0,2437.0,614.0,43.0,63.0,3087.0,614.0,35.0,32.0,3587.0,516.0,17.0,31.0,3297.4444444444443,502.0,15.0,36.0,2946.0,510.0,24.0,9.0,2926.0,403.0,7.0
150,32.0,4144.0,537.0,16.0,34.0,3772.0,522.0,12.0,34.0,3130.0,514.0,19.0,49.0,2747.0,558.0,28.0,28.0,3619.0,506.0,12.0,28.0,3265.0,492.0,16.0,32.0,3389.0,517.0,17.0,66.0,2765.0,620.0,32.0,39.0,3263.0,538.0,24.0,49.0,3647.0,578.0,20.0,71.5,3208.0,661.5,36.0,43.0,2931.0,549.0,21.0,37.0,3195.0,523.0,16.0,38.0,2643.0,517.0,22.0,32.0,3074.0,493.0,16.0,46.0,2709.0,536.0,25.0,38.0,3589.0,537.0,17.0,69.0,2435.0,614.0,43.0,63.0,3089.0,613.0,35.0,32.0,3585.0,516.0,17.0,31.0,3297.3333333333335,502.0,15.0,35.0,2943.0,510.0,24.0,9.0,2918.0,408.0,7.0
151,32.0,4143.0,537.0,16.0,34.0,3769.0,522.0,12.0,34.0,3125.0,514.0,19.0,49.0,2744.0,557.0,30.0,28.0,3619.0,505.0,12.0,28.0,3262.0,492.0,16.0,32.0,3388.0,517.0,17.0,67.0,2768.0,617.0,32.0,39.0,3261.0,538.0,24.0,48.0,3646.0,578.0,20.0,72.0,3208.0,661.0,36.0,42.0,2928.0,549.0,21.0,37.0,3193.0,523.0,16.0,38.0,2642.0,517.0,23.0,32.0,3073.0,493.0,16.0,46.0,2707.0,536.0,25.0,38.0,3586.0,537.0,16.0,69.0,2432.0,614.0,43.0,63.0,3091.0,613.0,35.0,32.0,3584.0,516.0,17.0,31.0,3297.222222222222,502.0,15.0,35.0,2941.0,510.0,24.0,9.0,2910.0,414.0,7.0
152,32.0,4142.0,537.0,16.0,33.66666666666663,3768.0,522.0,12.666666666666515,34.0,3120.0,514.0,19.0,49.0,2742.0,557.0,32.0,28.0,3618.0,505.0,14.0,28.0,3260.0,492.0,16.0,32.0,3386.0,517.0,17.0,66.0,2771.0,616.0,32.0,39.0,3259.0,538.0,23.0,49.0,3646.0,577.0,20.0,70.0,3209.0,662.0,36.0,42.0,2925.0,549.0,21.0,37.0,3191.0,523.0,16.0,38.0,2641.0,518.0,24.0,32.0,3072.0,493.0,16.0,46.0,2704.0,536.0,25.0,38.0,3584.0,537.0,16.0,69.0,2429.0,614.0,43.0,63.0,3093.0,613.0,35.0,32.0,3582.0,516.0,17.0,31.0,3297.1111111111113,502.0,15.0,35.0,2938.0,510.0,24.0,9.0,2902.0,420.0,7.0
153,32.0,4141.0,537.0,16.0,33.33333333333337,3767.0,522.0,13.333333333333485,34.0,3114.0,514.0,19.0,44.0,2742.0,557.0,28.0,28.0,3617.0,505.0,16.0,28.0,3257.0,492.0,16.0,32.0,3385.0,517.0,17.0,64.0,2774.0,616.0,31.0,39.0,3257.0,538.0,23.0,49.0,3644.0,577.0,20.0,72.0,3207.0,661.0,40.0,42.0,2922.0,549.0,20.0,37.0,3189.0,523.0,16.0,39.0,2638.0,517.0,24.0,32.0,3071.0,493.0,16.0,45.0,2701.0,536.0,25.0,38.0,3582.0,537.0,16.0,69.0,2427.0,614.0,43.0,63.0,3095.0,612.0,35.0,32.0,3581.0,516.0,17.0,31.0,3297.0,502.0,15.0,35.0,2936.0,510.0,24.0,9.0,2894.0,426.0,7.0
154,32.0,4140.0,537.0,16.0,33.0,3766.0,522.0,14.0,34.0,3109.0,514.0,19.0,47.0,2738.0,555.0,28.0,28.5,3617.0,505.0,14.0,28.0,3255.0,492.0,16.0,32.0,3383.0,517.0,17.0,62.0,2777.0,616.0,30.0,39.0,3255.0,538.0,23.0,48.75,3643.25,577.0,20.0,72.0,3208.0,660.0,40.0,42.0,2920.0,548.0,20.0,37.0,3187.0,523.0,16.0,38.5,2638.5,517.5,23.0,32.0,3070.0,493.0,16.0,45.0,2699.0,536.0,25.0,38.0,3579.0,537.0,16.0,69.0,2424.0,614.0,43.0,63.0,3097.0,612.0,35.0,32.0,3579.0,516.0,17.0,31.0,3297.1111111111113,502.0,15.0,35.0,2933.0,509.0,24.0,9.0,2886.0,433.0,7.0
